2017-05-09 09:16:04.005315,10000000
2017-05-09 09:16:04.889298,1080000
2017-05-09 09:16:56.742983,9680000
2017-05-09 09:16:57.752256,1080000
2017-05-09 09:18:36.356087,9840000
2017-05-09 09:18:36.516434,1080000
2017-05-09 09:18:38.417984,9840000
2017-05-09 09:18:39.421028,1080000
2017-05-09 09:19:13.497055,9840000
2017-05-09 09:19:14.510697,1080000
2017-05-09 09:19:49.660560,480000
2017-05-09 09:19:50.661393,1080000
2017-05-09 09:19:51.576310,1280000
2017-05-09 09:19:52.665874,1600000
2017-05-09 09:19:54.575729,1800000
2017-05-09 09:19:58.699254,2280000
2017-05-09 09:19:59.582824,1920000
2017-05-09 09:20:00.587265,2360000
2017-05-09 09:20:01.687189,2640000
2017-05-09 09:20:04.595048,2840000
2017-05-09 09:20:05.598962,3240000
2017-05-09 09:20:07.602393,3000000
2017-05-09 09:20:08.696707,3440000
2017-05-09 09:20:11.697247,3640000
2017-05-09 09:20:13.612992,4040000
2017-05-09 09:20:16.606744,4360000
2017-05-09 09:20:19.622650,4600000
2017-05-09 09:20:20.627798,4880000
2017-05-09 09:20:22.630447,5120000
2017-05-09 09:20:25.631574,4800000
2017-05-09 09:20:26.637447,5600000
2017-05-09 09:20:28.640780,5320000
2017-05-09 09:20:29.642459,5920000
2017-05-09 09:20:31.733968,6160000
2017-05-09 09:23:31.666044,9840000
2017-05-09 09:23:32.674563,2200000
2017-05-09 09:23:53.791024,1960000
2017-05-09 09:23:54.711439,2600000
2017-05-09 09:23:57.721596,2880000
2017-05-09 09:24:01.845109,3240000
2017-05-09 09:24:03.729070,3600000
2017-05-09 09:24:06.726505,3960000
2017-05-09 09:24:07.742972,3600000
2017-05-09 09:24:08.739399,3880000
2017-05-09 09:24:09.743679,4120000
2017-05-09 09:24:10.731920,3920000
2017-05-09 09:24:11.745360,4400000
2017-05-09 09:24:13.753221,4920000
2017-05-09 09:24:15.845695,4720000
2017-05-09 09:24:16.855575,5000000
2017-05-09 09:24:17.852212,5280000
2017-05-09 09:24:18.758481,5560000
2017-05-09 09:24:20.852218,5120000
2017-05-09 09:24:21.766684,5600000
2017-05-09 09:24:22.863911,5880000
2017-05-09 09:24:23.874693,5320000
2017-05-09 09:24:25.851043,6080000
2017-05-09 09:24:27.866050,6320000
2017-05-09 09:24:28.873470,5920000
2017-05-09 09:24:29.858047,6280000
2017-05-09 09:24:30.871459,6040000
2017-05-09 09:24:31.888134,6520000
2017-05-09 09:24:33.897773,6280000
2017-05-09 09:24:35.886205,6640000
2017-05-09 09:24:37.788673,6440000
2017-05-09 09:24:47.806073,6640000
2017-05-09 09:24:50.813736,6440000
